,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Stadium,City,Latitude,Longitude,Place,Country,Team_unicode,Unnamed: 0,max_temp,min_temp,apparent_temperature_max,apparent_temperature_min,wind_speed,weather_code,precipitation_sum,rain_sum,showers_sum,snowfall_sum,precipitation_probability_mean
2798,2021,27/11/2021,Valencia,Vallecano,1,1,D,1,0,H,,8,12,4,6,18,15,3,9,6,5,0,0,Mestalla,Valencia,39.469913,-0.358497,El Pla Del Real,Spain,Valencia,2798,15.8,8.0,10.6,2.8,28.1,3,0.0,0.0,0.0,0.0,
2799,2021,27/11/2021,Mallorca,Getafe,0,0,D,0,0,D,,12,11,2,0,8,19,2,0,3,0,0,0,Visit Mallorca Estadi,Palma,39.501427,2.756492,s'Arenal,Spain,Mallorca,2799,15.2,10.8,11.1,6.7,30.5,51,0.2,0.2,0.0,0.0,
2800,2021,27/11/2021,Villarreal,Barcelona,1,3,A,0,0,D,,14,12,2,6,19,14,4,4,2,2,0,0,Estadio de la Cerámica,Villarreal,39.934938,-0.098247,Vila-real,Spain,Villarreal,2800,15.7,4.9,10.5,0.7,26.3,51,0.2,0.2,0.0,0.0,
2801,2021,28/11/2021,Betis,Levante,3,1,H,0,1,A,,26,8,8,2,16,9,5,8,2,3,0,0,Benito Villamarín,Seville,37.253303,-5.549843,Arahal,Spain,Betis,2801,12.9,3.2,9.4,-0.6,13.6,3,0.0,0.0,0.0,0.0,
2802,2021,28/11/2021,Espanol,Sociedad,1,0,H,0,0,D,,8,10,2,4,15,7,2,9,1,1,0,0,RCDE Stadium,Barcelona,41.38723,2.16538,Spain,Spain,Espanol,2802,10.9,4.3,5.7,-0.5,28.8,3,0.0,0.0,0.0,0.0,
2803,2021,28/11/2021,Cadiz,Ath Madrid,1,4,A,0,0,D,,8,17,0,7,13,11,4,8,2,0,0,0,Nuevo Mirandilla,Cádiz,36.52927,-6.190974,Puerto Real,Spain,Cadiz,2803,13.3,5.0,9.3,1.8,17.2,3,0.0,0.0,0.0,0.0,
2804,2021,28/11/2021,Real Madrid,Sevilla,2,1,H,1,1,D,,14,11,4,6,10,9,0,4,3,3,0,0,Santiago Bernabéu,Madrid,40.450264,-3.688988,28036,Spain,Real Madrid,2804,8.1,2.1,2.8,-3.1,22.0,3,0.0,0.0,0.0,0.0,
2805,2021,29/11/2021,Osasuna,Elche,1,1,D,1,1,D,,17,10,4,4,16,12,5,4,1,3,0,0,El Sadar,Pamplona,42.79614,-1.632952,31006,Spain,Osasuna,2805,8.5,2.0,7.1,-0.8,11.3,63,22.1,22.1,0.0,0.0,
2806,2021,01/12/2021,Real Madrid,Ath Bilbao,1,0,H,1,0,H,,17,18,7,2,12,13,7,6,2,3,0,0,Santiago Bernabéu,Madrid,40.450264,-3.688988,28036,Spain,Real Madrid,2806,10.0,-1.1,6.4,-4.2,19.8,51,0.7,0.7,0.0,0.0,
2807,2021,03/12/2021,Granada,Alaves,2,1,H,1,0,H,,9,14,2,2,17,15,3,5,2,2,0,0,Nuevo Los Cármenes,Granada,37.201644,-3.565655,18182,Spain,Granada,2807,11.8,-0.7,7.5,-4.7,13.0,0,0.0,0.0,0.0,0.0,
2808,2021,04/12/2021,Sevilla,Villarreal,1,0,H,1,0,H,,8,16,3,2,9,10,5,8,2,2,0,0,Ramón Sánchez Pizjuán,Seville,37.410508,-5.986583,41009,Spain,Sevilla,2808,18.7,4.1,17.1,1.3,16.1,3,0.0,0.0,0.0,0.0,
2809,2021,04/12/2021,Barcelona,Betis,0,1,A,0,0,D,,12,8,3,2,17,12,6,1,1,2,0,0,Camp Nou,Barcelona,41.573025,2.52583,Caldes d'Estrac,Spain,Barcelona,2809,14.6,7.5,10.8,4.2,24.4,51,0.2,0.2,0.0,0.0,
2810,2021,04/12/2021,Ath Madrid,Mallorca,1,2,A,0,0,D,,14,10,6,3,13,16,8,5,2,5,0,0,Wanda Metropolitano,Madrid,40.554117,-3.380563,Camarma de Esteruelas,Spain,Ath Madrid,2810,10.5,-0.2,7.7,-2.9,18.1,51,0.1,0.1,0.0,0.0,
2811,2021,04/12/2021,Sociedad,Real Madrid,0,2,A,0,0,D,,11,13,0,8,12,8,5,5,2,0,0,0,Anoeta,San Sebastián,37.361316,-5.967074,41013,Spain,Sociedad,2811,18.4,4.5,16.8,1.9,15.3,3,0.0,0.0,0.0,0.0,
2812,2021,05/12/2021,Vallecano,Espanol,1,0,H,0,0,D,,7,10,0,3,18,11,6,3,3,3,0,1,Vallecas,Madrid,41.369913,1.39185,Mas d'en Parès,Spain,Vallecano,2812,7.6,3.4,0.8,-3.8,40.5,51,0.1,0.1,0.0,0.0,
2813,2021,05/12/2021,Elche,Cadiz,3,1,H,1,0,H,,8,15,3,6,16,15,3,3,7,3,0,0,Martínez Valero,Elche,39.401902,-2.946516,Pedro Muñoz,Spain,Elche,2813,10.6,4.6,5.1,1.1,25.9,51,0.3,0.3,0.0,0.0,
2814,2021,05/12/2021,Levante,Osasuna,0,0,D,0,0,D,,11,11,3,1,12,16,7,2,2,3,0,0,Ciutat de València,Valencia,39.277452,-0.279226,el Perelló,Spain,Levante,2814,16.9,10.3,10.5,6.4,32.4,51,0.2,0.2,0.0,0.0,
2815,2021,05/12/2021,Celta,Valencia,1,2,A,1,1,D,,11,8,5,5,10,22,6,4,3,2,0,0,Abanca-Balaídos,Vigo,42.212847,-8.736072,Vigo,Spain,Celta,2815,13.4,9.5,10.5,7.7,20.5,51,0.5,0.5,0.0,0.0,
2816,2021,06/12/2021,Getafe,Ath Bilbao,0,0,D,0,0,D,,17,9,5,3,14,14,5,3,2,1,0,0,Coliseum Alfonso Pérez,Getafe,43.449879,-3.825267,Santander,Spain,Getafe,2816,14.3,10.4,10.7,5.8,38.9,61,6.7,6.7,0.0,0.0,
2817,2021,10/12/2021,Mallorca,Celta,0,0,D,0,0,D,,12,14,1,5,14,11,7,4,3,2,0,0,Visit Mallorca Estadi,Palma,39.501427,2.756492,s'Arenal,Spain,Mallorca,2817,18.8,14.8,14.1,8.5,40.9,51,0.2,0.2,0.0,0.0,
2818,2021,11/12/2021,Espanol,Levante,4,3,H,1,2,A,,17,14,8,5,9,15,4,2,4,4,0,1,RCDE Stadium,Barcelona,41.38723,2.16538,Spain,Spain,Espanol,2818,13.6,6.8,11.8,4.4,11.6,3,0.0,0.0,0.0,0.0,
2819,2021,11/12/2021,Alaves,Getafe,1,1,D,0,1,A,,9,11,1,2,18,15,1,1,4,4,1,0,Mendizorroza,Vitoria-Gasteiz,42.84152,-2.678255,Vitoria-Gasteiz,Spain,Alaves,2819,10.8,7.7,9.8,4.6,15.8,61,17.0,17.0,0.0,0.0,
2820,2021,11/12/2021,Valencia,Elche,2,1,H,1,0,H,,21,8,8,4,15,12,8,1,3,2,0,0,Mestalla,Valencia,39.469913,-0.358497,El Pla Del Real,Spain,Valencia,2820,21.2,12.9,20.3,9.2,18.9,3,0.0,0.0,0.0,0.0,
2821,2021,11/12/2021,Ath Bilbao,Sevilla,0,1,A,0,1,A,,13,6,2,1,17,10,9,2,4,3,0,0,San Mamés,Bilbao,43.350125,-3.095807,Biscay,Spain,Ath Bilbao,2821,13.0,10.5,11.1,5.5,32.6,63,25.0,25.0,0.0,0.0,
2822,2021,12/12/2021,Villarreal,Vallecano,2,0,H,2,0,H,,13,19,5,7,16,14,5,6,1,3,0,0,Estadio de la Cerámica,Villarreal,39.934938,-0.098247,Vila-real,Spain,Villarreal,2822,18.1,7.5,16.7,5.3,11.1,1,0.0,0.0,0.0,0.0,
2823,2021,12/12/2021,Osasuna,Barcelona,2,2,D,1,1,D,,8,10,3,2,16,16,6,5,5,4,0,0,El Sadar,Pamplona,42.79614,-1.632952,31006,Spain,Osasuna,2823,12.5,6.0,11.7,4.4,11.9,3,0.0,0.0,0.0,0.0,
2824,2021,12/12/2021,Betis,Sociedad,4,0,H,1,0,H,,11,15,5,5,12,10,4,7,3,1,0,0,Benito Villamarín,Seville,37.253303,-5.549843,Arahal,Spain,Betis,2824,22.5,9.2,21.3,6.3,16.8,0,0.0,0.0,0.0,0.0,
2825,2021,12/12/2021,Real Madrid,Ath Madrid,2,0,H,1,0,H,,7,9,3,6,17,15,3,6,2,3,0,0,Santiago Bernabéu,Madrid,40.450264,-3.688988,28036,Spain,Real Madrid,2825,13.1,2.7,11.7,0.3,7.7,3,0.0,0.0,0.0,0.0,
2826,2021,13/12/2021,Cadiz,Granada,1,1,D,1,0,H,,13,16,3,5,14,10,8,1,5,0,1,0,Nuevo Mirandilla,Cádiz,36.52927,-6.190974,Puerto Real,Spain,Cadiz,2826,19.0,12.7,15.5,10.7,26.6,0,0.0,0.0,0.0,0.0,
2827,2021,17/12/2021,Celta,Espanol,3,1,H,1,0,H,,12,6,5,3,13,5,3,3,2,1,0,0,Abanca-Balaídos,Vigo,42.212847,-8.736072,Vigo,Spain,Celta,2827,15.7,3.1,14.7,-0.1,10.2,3,0.0,0.0,0.0,0.0,
2828,2021,18/12/2021,Vallecano,Alaves,2,0,H,2,0,H,,20,6,5,4,12,19,5,5,1,2,0,0,Vallecas,Madrid,41.369913,1.39185,Mas d'en Parès,Spain,Vallecano,2828,12.7,4.9,11.1,2.1,10.1,2,0.0,0.0,0.0,0.0,
2829,2021,18/12/2021,Sociedad,Villarreal,1,3,A,1,1,D,,8,15,4,8,9,15,5,5,2,3,1,0,Anoeta,San Sebastián,37.361316,-5.967074,41013,Spain,Sociedad,2829,19.1,8.9,16.9,6.4,14.8,3,0.0,0.0,0.0,0.0,
2830,2021,18/12/2021,Barcelona,Elche,3,2,H,2,0,H,,19,5,8,3,13,17,5,0,1,3,0,0,Camp Nou,Barcelona,41.573025,2.52583,Caldes d'Estrac,Spain,Barcelona,2830,13.8,4.7,12.4,2.5,5.7,1,0.0,0.0,0.0,0.0,
2831,2021,18/12/2021,Sevilla,Ath Madrid,2,1,H,1,1,D,,6,15,2,3,15,14,4,7,2,1,0,0,Ramón Sánchez Pizjuán,Seville,37.410508,-5.986583,41009,Spain,Sevilla,2831,18.9,8.6,16.1,6.0,15.0,3,0.0,0.0,0.0,0.0,
2832,2021,19/12/2021,Granada,Mallorca,4,1,H,1,1,D,,15,8,6,5,12,15,4,2,3,2,0,0,Nuevo Los Cármenes,Granada,37.201644,-3.565655,18182,Spain,Granada,2832,14.8,1.8,11.7,-2.0,10.5,3,0.0,0.0,0.0,0.0,
2833,2021,19/12/2021,Ath Bilbao,Betis,3,2,H,1,1,D,,9,16,6,8,7,12,5,6,1,3,0,0,San Mamés,Bilbao,43.350125,-3.095807,Biscay,Spain,Ath Bilbao,2833,14.4,6.1,12.3,1.3,26.0,1,0.0,0.0,0.0,0.0,
2834,2021,19/12/2021,Getafe,Osasuna,1,0,H,0,0,D,,18,11,4,2,14,8,4,3,3,1,0,0,Coliseum Alfonso Pérez,Getafe,43.449879,-3.825267,Santander,Spain,Getafe,2834,13.2,4.4,11.7,1.9,9.1,2,0.0,0.0,0.0,0.0,
2835,2021,19/12/2021,Real Madrid,Cadiz,0,0,D,0,0,D,,36,4,9,0,9,10,13,2,1,1,0,0,Santiago Bernabéu,Madrid,40.450264,-3.688988,28036,Spain,Real Madrid,2835,11.1,2.1,8.6,-0.7,10.7,51,0.5,0.5,0.0,0.0,
2836,2021,20/12/2021,Levante,Valencia,3,4,A,2,1,H,,15,15,9,8,21,11,6,4,3,4,0,0,Ciutat de València,Valencia,39.277452,-0.279226,el Perelló,Spain,Levante,2836,18.5,6.6,17.2,4.0,12.5,3,0.0,0.0,0.0,0.0,
2837,2021,21/12/2021,Villarreal,Alaves,5,2,H,2,1,H,,24,4,10,2,16,14,6,2,0,2,0,0,Estadio de la Cerámica,Villarreal,39.934938,-0.098247,Vila-real,Spain,Villarreal,2837,15.9,5.7,15.0,3.7,9.0,3,0.0,0.0,0.0,0.0,
2838,2021,21/12/2021,Sevilla,Barcelona,1,1,D,1,1,D,,5,23,1,7,15,13,4,9,2,3,1,0,Ramón Sánchez Pizjuán,Seville,37.410508,-5.986583,41009,Spain,Sevilla,2838,20.4,11.1,20.7,9.9,12.1,63,15.3,15.3,0.0,0.0,
2839,2021,22/12/2021,Granada,Ath Madrid,2,1,H,1,1,D,,6,15,4,3,17,7,2,7,4,1,0,0,Nuevo Los Cármenes,Granada,37.201644,-3.565655,18182,Spain,Granada,2839,13.4,5.3,11.4,3.1,14.4,61,4.0,4.0,0.0,0.0,
2840,2021,22/12/2021,Ath Bilbao,Real Madrid,1,2,A,1,2,A,,15,12,2,7,17,7,7,0,2,2,0,0,San Mamés,Bilbao,43.350125,-3.095807,Biscay,Spain,Ath Bilbao,2840,17.1,10.8,15.0,7.8,18.6,3,0.0,0.0,0.0,0.0,
2841,2021,31/12/2021,Valencia,Espanol,1,2,A,0,0,D,,12,15,2,4,19,14,7,5,7,3,1,0,Mestalla,Valencia,39.469913,-0.358497,El Pla Del Real,Spain,Valencia,2841,17.0,6.9,16.7,4.4,8.3,3,0.0,0.0,0.0,0.0,
2842,2021,02/01/2022,Getafe,Real Madrid,1,0,H,1,0,H,,6,14,3,4,20,8,2,9,3,2,0,0,Coliseum Alfonso Pérez,Getafe,43.449879,-3.825267,Santander,Spain,Getafe,2842,21.3,13.1,17.8,11.2,29.3,3,0.0,0.0,0.0,0.0,
2843,2021,02/01/2022,Ath Madrid,Vallecano,2,0,H,1,0,H,,15,5,5,0,14,12,8,2,3,0,0,0,Wanda Metropolitano,Madrid,40.554117,-3.380563,Camarma de Esteruelas,Spain,Ath Madrid,2843,14.6,0.9,12.8,-1.8,7.3,3,0.0,0.0,0.0,0.0,
2844,2021,02/01/2022,Elche,Granada,0,0,D,0,0,D,,18,10,2,5,18,15,6,3,3,3,1,0,Martínez Valero,Elche,39.401902,-2.946516,Pedro Muñoz,Spain,Elche,2844,12.8,0.3,12.1,-2.6,5.4,3,0.0,0.0,0.0,0.0,
2845,2021,02/01/2022,Alaves,Sociedad,1,1,D,0,1,A,,19,10,5,4,22,10,2,3,3,3,0,0,Mendizorroza,Vitoria-Gasteiz,42.84152,-2.678255,Vitoria-Gasteiz,Spain,Alaves,2845,14.8,6.0,12.3,3.6,16.7,3,0.0,0.0,0.0,0.0,
2846,2021,02/01/2022,Betis,Celta,0,2,A,0,2,A,,18,7,7,5,15,11,3,3,1,2,0,0,Benito Villamarín,Seville,37.253303,-5.549843,Arahal,Spain,Betis,2846,19.7,5.4,18.9,2.9,10.5,3,0.0,0.0,0.0,0.0,
2847,2021,02/01/2022,Mallorca,Barcelona,0,1,A,0,1,A,,13,13,3,4,22,24,4,3,5,2,0,0,Visit Mallorca Estadi,Palma,39.501427,2.756492,s'Arenal,Spain,Mallorca,2847,15.5,11.5,14.3,10.7,14.6,3,0.0,0.0,0.0,0.0,
2848,2021,03/01/2022,Villarreal,Levante,5,0,H,3,0,H,,17,7,7,3,12,9,6,5,3,2,0,0,Estadio de la Cerámica,Villarreal,39.934938,-0.098247,Vila-real,Spain,Villarreal,2848,15.4,5.8,15.1,4.0,6.0,3,0.0,0.0,0.0,0.0,
2849,2021,03/01/2022,Osasuna,Ath Bilbao,1,3,A,1,2,A,,15,17,4,5,12,7,4,5,5,2,1,0,El Sadar,Pamplona,42.79614,-1.632952,31006,Spain,Osasuna,2849,12.5,2.8,11.1,0.5,9.4,3,0.0,0.0,0.0,0.0,
2850,2021,03/01/2022,Cadiz,Sevilla,0,1,A,0,0,D,,9,14,2,4,5,9,2,8,0,1,0,0,Nuevo Mirandilla,Cádiz,36.52927,-6.190974,Puerto Real,Spain,Cadiz,2850,18.4,7.3,18.6,5.9,7.5,3,0.0,0.0,0.0,0.0,
2851,2021,08/01/2022,Levante,Mallorca,2,0,H,0,0,D,,16,15,8,8,20,11,5,5,3,1,1,0,Ciutat de València,Valencia,39.277452,-0.279226,el Perelló,Spain,Levante,2851,18.0,7.4,13.5,3.5,18.8,3,0.0,0.0,0.0,0.0,
2852,2021,08/01/2022,Sociedad,Celta,1,0,H,1,0,H,,12,4,3,0,10,18,6,4,3,3,0,0,Anoeta,San Sebastián,37.361316,-5.967074,41013,Spain,Sociedad,2852,16.1,5.3,13.7,2.1,13.5,3,0.0,0.0,0.0,0.0,
2853,2021,08/01/2022,Granada,Barcelona,1,1,D,0,0,D,,14,13,4,1,9,21,3,2,2,5,0,1,Nuevo Los Cármenes,Granada,37.201644,-3.565655,18182,Spain,Granada,2853,12.5,-0.4,9.6,-4.7,6.7,3,0.0,0.0,0.0,0.0,
2854,2021,08/01/2022,Real Madrid,Valencia,4,1,H,1,0,H,,23,12,8,7,15,24,3,8,3,3,0,0,Santiago Bernabéu,Madrid,40.450264,-3.688988,28036,Spain,Real Madrid,2854,9.2,-3.4,6.2,-6.3,19.1,3,0.0,0.0,0.0,0.0,
2855,2021,09/01/2022,Vallecano,Betis,1,1,D,0,1,A,,17,9,7,5,18,13,6,4,1,3,0,1,Vallecas,Madrid,41.369913,1.39185,Mas d'en Parès,Spain,Vallecano,2855,10.6,6.8,5.0,-1.2,44.2,3,0.0,0.0,0.0,0.0,
2856,2021,09/01/2022,Sevilla,Getafe,1,0,H,1,0,H,,10,4,1,2,8,20,5,2,1,3,0,0,Ramón Sánchez Pizjuán,Seville,37.410508,-5.986583,41009,Spain,Sevilla,2856,14.6,1.8,13.1,-1.6,9.5,1,0.0,0.0,0.0,0.0,
2857,2021,09/01/2022,Alaves,Ath Bilbao,0,0,D,0,0,D,,12,10,1,2,15,11,7,5,2,0,0,0,Mendizorroza,Vitoria-Gasteiz,42.84152,-2.678255,Vitoria-Gasteiz,Spain,Alaves,2857,11.1,6.5,8.8,2.0,21.7,61,31.1,31.1,0.0,0.0,
2858,2021,09/01/2022,Osasuna,Cadiz,2,0,H,1,0,H,,15,6,5,1,13,13,5,7,2,2,0,0,El Sadar,Pamplona,42.79614,-1.632952,31006,Spain,Osasuna,2858,10.4,7.1,9.0,4.8,11.7,63,40.2,40.2,0.0,0.0,
2859,2021,09/01/2022,Villarreal,Ath Madrid,2,2,D,1,1,D,,13,7,3,5,13,8,7,3,0,2,0,1,Estadio de la Cerámica,Villarreal,39.934938,-0.098247,Vila-real,Spain,Villarreal,2859,20.5,10.4,18.5,5.4,24.9,3,0.0,0.0,0.0,0.0,
2860,2021,10/01/2022,Espanol,Elche,1,2,A,1,2,A,,8,3,3,2,13,18,13,0,4,6,0,0,RCDE Stadium,Barcelona,41.38723,2.16538,Spain,Spain,Espanol,2860,10.8,7.5,9.1,5.4,10.4,55,3.9,3.9,0.0,0.0,
2861,2021,16/01/2022,Elche,Villarreal,1,0,H,0,0,D,,5,9,2,4,12,15,3,8,4,3,0,0,Martínez Valero,Elche,39.401902,-2.946516,Pedro Muñoz,Spain,Elche,2861,8.4,-3.2,5.4,-6.4,8.9,0,0.0,0.0,0.0,0.0,
2862,2021,18/01/2022,Betis,Alaves,4,0,H,3,0,H,,18,9,5,2,14,14,8,3,2,0,0,0,Benito Villamarín,Seville,37.253303,-5.549843,Arahal,Spain,Betis,2862,16.7,3.5,14.9,0.7,10.3,3,0.0,0.0,0.0,0.0,
2863,2021,18/01/2022,Cadiz,Espanol,2,2,D,0,1,A,,10,14,4,7,14,9,3,2,5,1,0,0,Nuevo Mirandilla,Cádiz,36.52927,-6.190974,Puerto Real,Spain,Cadiz,2863,16.7,9.1,13.4,6.7,19.1,3,0.0,0.0,0.0,0.0,
2864,2021,19/01/2022,Celta,Osasuna,2,0,H,2,0,H,,5,9,3,0,14,11,0,5,1,2,0,0,Abanca-Balaídos,Vigo,42.212847,-8.736072,Vigo,Spain,Celta,2864,15.6,3.7,15.1,0.9,8.9,1,0.0,0.0,0.0,0.0,
2865,2021,19/01/2022,Valencia,Sevilla,1,1,D,1,1,D,,10,12,2,3,22,14,4,4,3,3,1,0,Mestalla,Valencia,39.469913,-0.358497,El Pla Del Real,Spain,Valencia,2865,13.5,3.7,11.5,-0.3,10.5,2,0.0,0.0,0.0,0.0,
2866,2021,20/01/2022,Getafe,Granada,4,2,H,1,1,D,,12,7,4,4,15,10,4,8,3,4,0,0,Coliseum Alfonso Pérez,Getafe,43.449879,-3.825267,Santander,Spain,Getafe,2866,11.9,6.7,9.2,4.6,16.0,53,2.6,2.6,0.0,0.0,
2867,2021,21/01/2022,Espanol,Betis,1,4,A,1,2,A,,12,15,4,8,15,12,6,5,3,4,1,0,RCDE Stadium,Barcelona,41.38723,2.16538,Spain,Spain,Espanol,2867,11.8,2.7,9.4,-1.0,13.4,53,2.5,2.5,0.0,0.0,
2868,2021,22/01/2022,Levante,Cadiz,0,2,A,0,1,A,,15,8,8,2,15,16,8,2,4,6,0,0,Ciutat de València,Valencia,39.277452,-0.279226,el Perelló,Spain,Levante,2868,14.0,6.8,12.2,4.3,11.7,51,0.2,0.2,0.0,0.0,
2869,2021,22/01/2022,Villarreal,Mallorca,3,0,H,2,0,H,,12,8,6,2,13,12,10,6,1,2,0,1,Estadio de la Cerámica,Villarreal,39.934938,-0.098247,Vila-real,Spain,Villarreal,2869,12.3,4.1,10.3,1.1,12.2,51,0.1,0.1,0.0,0.0,
2870,2021,22/01/2022,Sevilla,Celta,2,2,D,0,2,A,,16,6,5,4,11,16,7,0,1,4,0,0,Ramón Sánchez Pizjuán,Seville,37.410508,-5.986583,41009,Spain,Sevilla,2870,18.2,6.2,14.7,1.7,19.8,3,0.0,0.0,0.0,0.0,
2871,2021,22/01/2022,Ath Madrid,Valencia,3,2,H,0,2,A,,16,7,6,3,13,22,5,4,5,6,0,0,Wanda Metropolitano,Madrid,40.554117,-3.380563,Camarma de Esteruelas,Spain,Ath Madrid,2871,9.2,-2.8,6.5,-7.1,16.1,3,0.0,0.0,0.0,0.0,
2872,2021,23/01/2022,Granada,Osasuna,0,2,A,0,0,D,,6,16,2,7,12,15,4,3,0,2,0,0,Nuevo Los Cármenes,Granada,37.201644,-3.565655,18182,Spain,Granada,2872,12.0,-0.9,8.5,-4.7,8.5,3,0.0,0.0,0.0,0.0,
2873,2021,23/01/2022,Real Madrid,Elche,2,2,D,0,1,A,,23,3,8,2,11,14,10,3,3,1,0,0,Santiago Bernabéu,Madrid,40.450264,-3.688988,28036,Spain,Real Madrid,2873,9.1,-2.1,6.5,-5.7,12.4,3,0.0,0.0,0.0,0.0,
2874,2021,23/01/2022,Sociedad,Getafe,0,0,D,0,0,D,,9,9,3,2,17,13,7,2,1,1,0,0,Anoeta,San Sebastián,37.361316,-5.967074,41013,Spain,Sociedad,2874,18.2,7.6,16.0,4.5,14.6,3,0.0,0.0,0.0,0.0,
2875,2021,23/01/2022,Vallecano,Ath Bilbao,0,1,A,0,1,A,,29,9,3,3,8,20,9,7,1,6,0,0,Vallecas,Madrid,41.369913,1.39185,Mas d'en Parès,Spain,Vallecano,2875,9.3,1.9,5.9,-1.9,8.7,0,0.0,0.0,0.0,0.0,
2876,2021,23/01/2022,Alaves,Barcelona,0,1,A,0,0,D,,6,10,2,4,16,8,1,10,0,0,0,0,Mendizorroza,Vitoria-Gasteiz,42.84152,-2.678255,Vitoria-Gasteiz,Spain,Alaves,2876,8.3,-3.2,4.8,-6.6,10.8,3,0.0,0.0,0.0,0.0,
2877,2021,04/02/2022,Getafe,Levante,3,0,H,2,0,H,,14,11,8,2,12,13,2,8,4,3,0,0,Coliseum Alfonso Pérez,Getafe,43.449879,-3.825267,Santander,Spain,Getafe,2877,12.5,6.3,9.9,4.3,18.7,55,4.4,4.4,0.0,0.0,
2878,2021,05/02/2022,Elche,Alaves,3,1,H,0,1,A,,14,6,4,2,15,11,7,3,1,1,0,0,Martínez Valero,Elche,39.401902,-2.946516,Pedro Muñoz,Spain,Elche,2878,13.0,5.0,10.5,2.7,9.1,53,0.9,0.9,0.0,0.0,
2879,2021,05/02/2022,Mallorca,Cadiz,2,1,H,1,1,D,,17,12,5,5,14,15,6,4,2,4,0,0,Visit Mallorca Estadi,Palma,39.501427,2.756492,s'Arenal,Spain,Mallorca,2879,14.9,9.4,13.6,8.3,7.6,51,0.6,0.6,0.0,0.0,
2880,2021,05/02/2022,Celta,Vallecano,2,0,H,1,0,H,,13,11,3,0,17,17,7,2,0,2,0,0,Abanca-Balaídos,Vigo,42.212847,-8.736072,Vigo,Spain,Celta,2880,15.6,5.9,13.3,3.1,13.1,3,0.0,0.0,0.0,0.0,
2881,2021,05/02/2022,Osasuna,Sevilla,0,0,D,0,0,D,,9,9,3,4,13,7,1,1,1,1,0,0,El Sadar,Pamplona,42.79614,-1.632952,31006,Spain,Osasuna,2881,8.2,2.5,5.8,-1.0,23.0,3,0.0,0.0,0.0,0.0,
2882,2021,06/02/2022,Valencia,Sociedad,0,0,D,0,0,D,,14,8,3,2,17,14,9,9,4,2,0,0,Mestalla,Valencia,39.469913,-0.358497,El Pla Del Real,Spain,Valencia,2882,16.3,7.8,15.3,6.4,17.1,3,0.0,0.0,0.0,0.0,
2883,2021,06/02/2022,Barcelona,Ath Madrid,4,2,H,3,1,H,,9,10,4,4,15,13,3,5,2,2,1,0,Camp Nou,Barcelona,41.573025,2.52583,Caldes d'Estrac,Spain,Barcelona,2883,14.6,8.2,10.6,6.1,17.7,3,0.0,0.0,0.0,0.0,
2884,2021,06/02/2022,Betis,Villarreal,0,2,A,0,1,A,,9,9,3,3,19,14,6,6,2,3,0,0,Benito Villamarín,Seville,37.253303,-5.549843,Arahal,Spain,Betis,2884,20.9,7.6,19.3,6.1,16.3,3,0.0,0.0,0.0,0.0,
2885,2021,06/02/2022,Real Madrid,Granada,1,0,H,0,0,D,,24,7,11,3,9,11,9,2,2,1,0,0,Santiago Bernabéu,Madrid,40.450264,-3.688988,28036,Spain,Real Madrid,2885,14.0,0.3,10.3,-4.4,17.4,3,0.0,0.0,0.0,0.0,
2886,2021,07/02/2022,Ath Bilbao,Espanol,2,1,H,2,1,H,,7,7,4,3,17,11,5,3,3,3,0,0,San Mamés,Bilbao,43.350125,-3.095807,Biscay,Spain,Ath Bilbao,2886,11.3,6.4,9.6,3.8,13.9,51,0.2,0.2,0.0,0.0,
2887,2021,11/02/2022,Sevilla,Elche,2,0,H,0,0,D,,14,7,6,1,13,14,5,4,1,5,0,0,Ramón Sánchez Pizjuán,Seville,37.410508,-5.986583,41009,Spain,Sevilla,2887,22.3,8.5,21.2,7.4,11.1,3,0.0,0.0,0.0,0.0,
2888,2021,12/02/2022,Cadiz,Celta,0,0,D,0,0,D,,8,6,2,1,12,19,3,3,3,2,0,0,Nuevo Mirandilla,Cádiz,36.52927,-6.190974,Puerto Real,Spain,Cadiz,2888,18.8,11.4,16.9,9.0,16.9,3,0.0,0.0,0.0,0.0,
2889,2021,12/02/2022,Villarreal,Real Madrid,0,0,D,0,0,D,,9,17,2,6,11,10,3,3,2,4,0,0,Estadio de la Cerámica,Villarreal,39.934938,-0.098247,Vila-real,Spain,Villarreal,2889,16.2,3.1,13.8,0.2,15.0,3,0.0,0.0,0.0,0.0,
2890,2021,12/02/2022,Vallecano,Osasuna,0,3,A,0,2,A,,10,12,3,5,11,16,4,5,2,1,0,0,Vallecas,Madrid,41.369913,1.39185,Mas d'en Parès,Spain,Vallecano,2890,11.2,5.7,8.6,3.1,15.9,53,3.0,3.0,0.0,0.0,
2891,2021,12/02/2022,Ath Madrid,Getafe,4,3,H,3,3,D,,11,10,7,4,18,17,5,4,3,4,1,0,Wanda Metropolitano,Madrid,40.554117,-3.380563,Camarma de Esteruelas,Spain,Ath Madrid,2891,15.3,1.5,12.1,-1.6,10.4,3,0.0,0.0,0.0,0.0,
